experiment,folder,target_id,target_label,assembly,kind,length,msa_depth,msa_raw_depth,msa_csv,config,sampling_steps,diffusion_samples,max_parallel_samples,recycling_steps,sampling_steps_affinity,diffusion_samples_affinity,sample_rank,status,confidence_score,complex_plddt,ptm,iptm,ligand_iptm,protein_iptm,complex_iplddt,complex_pde,complex_ipde,affinity_pred_value,affinity_probability_binary,structure_path,confidence_json,affinity_json,note
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,texas_h5_a23_ha_trimer_affinity,texas_h5_a23_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,1237,1244,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_a23_ha_trimer_affinity/boltz_results_texas_h5_a23_ha_trimer_affinity/msa/texas_h5_a23_ha_trimer_affinity_0.csv,ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5,80,3,1,5,200,5,,oom,,,,,,,,,,,,,,,
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,texas_h5_a26_ha_trimer_affinity,texas_h5_a26_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,1237,1244,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_a26_ha_trimer_affinity/boltz_results_texas_h5_a26_ha_trimer_affinity/msa/texas_h5_a26_ha_trimer_affinity_0.csv,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,0,ok,0.9108198285102844,0.9187644720077515,0.8901547193527222,0.8790413737297058,0.845278263092041,0.8868913650512695,0.8905252814292908,0.5982646942138672,2.4452552795410156,1.698058843612671,0.560402512550354,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_a26_ha_trimer_affinity/boltz_results_texas_h5_a26_ha_trimer_affinity/predictions/texas_h5_a26_ha_trimer_affinity/texas_h5_a26_ha_trimer_affinity_model_0.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_a26_ha_trimer_affinity/boltz_results_texas_h5_a26_ha_trimer_affinity/predictions/texas_h5_a26_ha_trimer_affinity/confidence_texas_h5_a26_ha_trimer_affinity_model_0.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_a26_ha_trimer_affinity/boltz_results_texas_h5_a26_ha_trimer_affinity/predictions/texas_h5_a26_ha_trimer_affinity/affinity_texas_h5_a26_ha_trimer_affinity.json,
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,texas_h5_a26_ha_trimer_affinity,texas_h5_a26_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,1237,1244,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_a26_ha_trimer_affinity/boltz_results_texas_h5_a26_ha_trimer_affinity/msa/texas_h5_a26_ha_trimer_affinity_0.csv,ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5,80,3,1,5,200,5,,oom,,,,,,,,,,,,,,,
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,texas_h5_ngc_ha_trimer_affinity,texas_h5_ngc_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,,,,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,,failed,,,,,,,,,,,,,,,
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,texas_h5_ngc_ha_trimer_affinity,texas_h5_ngc_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,1237,1244,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_ngc_ha_trimer_affinity/boltz_results_texas_h5_ngc_ha_trimer_affinity/msa/texas_h5_ngc_ha_trimer_affinity_0.csv,ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5,80,3,1,5,200,5,0,ok,0.912225067615509,0.921103298664093,0.8868164420127869,0.8767122626304626,0.9050325751304626,0.8789367079734802,0.9079813361167908,0.5678507685661316,2.000096082687378,0.9941278100013733,0.5804712772369385,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_ngc_ha_trimer_affinity/boltz_results_texas_h5_ngc_ha_trimer_affinity/predictions/texas_h5_ngc_ha_trimer_affinity/texas_h5_ngc_ha_trimer_affinity_model_0.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_ngc_ha_trimer_affinity/boltz_results_texas_h5_ngc_ha_trimer_affinity/predictions/texas_h5_ngc_ha_trimer_affinity/confidence_texas_h5_ngc_ha_trimer_affinity_model_0.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_ngc_ha_trimer_affinity/boltz_results_texas_h5_ngc_ha_trimer_affinity/predictions/texas_h5_ngc_ha_trimer_affinity/affinity_texas_h5_ngc_ha_trimer_affinity.json,
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,texas_h5_ngc_ha_trimer_affinity,texas_h5_ngc_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,1237,1244,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_ngc_ha_trimer_affinity/boltz_results_texas_h5_ngc_ha_trimer_affinity/msa/texas_h5_ngc_ha_trimer_affinity_0.csv,ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5,80,3,1,5,200,5,1,ok,0.912173867225647,0.9191980957984924,0.8933776021003723,0.8840770721435547,0.8929042220115662,0.8864721655845642,0.9003857970237732,0.5634632706642151,2.064548969268799,0.9941278100013733,0.5804712772369385,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_ngc_ha_trimer_affinity/boltz_results_texas_h5_ngc_ha_trimer_affinity/predictions/texas_h5_ngc_ha_trimer_affinity/texas_h5_ngc_ha_trimer_affinity_model_1.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_ngc_ha_trimer_affinity/boltz_results_texas_h5_ngc_ha_trimer_affinity/predictions/texas_h5_ngc_ha_trimer_affinity/confidence_texas_h5_ngc_ha_trimer_affinity_model_1.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_ngc_ha_trimer_affinity/boltz_results_texas_h5_ngc_ha_trimer_affinity/predictions/texas_h5_ngc_ha_trimer_affinity/affinity_texas_h5_ngc_ha_trimer_affinity.json,
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,texas_h5_ngc_ha_trimer_affinity,texas_h5_ngc_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,1237,1244,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_ngc_ha_trimer_affinity/boltz_results_texas_h5_ngc_ha_trimer_affinity/msa/texas_h5_ngc_ha_trimer_affinity_0.csv,ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5,80,3,1,5,200,5,2,ok,0.9106561541557312,0.9205191731452942,0.881694495677948,0.8712038993835449,0.8916569948196411,0.8737100958824158,0.9080302119255066,0.5750252604484558,2.1169490814208984,0.9941278100013733,0.5804712772369385,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_ngc_ha_trimer_affinity/boltz_results_texas_h5_ngc_ha_trimer_affinity/predictions/texas_h5_ngc_ha_trimer_affinity/texas_h5_ngc_ha_trimer_affinity_model_2.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_ngc_ha_trimer_affinity/boltz_results_texas_h5_ngc_ha_trimer_affinity/predictions/texas_h5_ngc_ha_trimer_affinity/confidence_texas_h5_ngc_ha_trimer_affinity_model_2.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_ngc_ha_trimer_affinity/boltz_results_texas_h5_ngc_ha_trimer_affinity/predictions/texas_h5_ngc_ha_trimer_affinity/affinity_texas_h5_ngc_ha_trimer_affinity.json,
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,texas_h5_sia_ha_trimer_affinity,texas_h5_sia_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,1237,1244,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_sia_ha_trimer_affinity/boltz_results_texas_h5_sia_ha_trimer_affinity/msa/texas_h5_sia_ha_trimer_affinity_0.csv,ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5,40,1,1,3,200,5,0,ok,0.9138233065605164,0.9215011596679688,0.8927103877067566,0.8831121325492859,0.9414592385292053,0.8847578763961792,0.9150333404541016,0.5254083871841431,1.5850635766983032,0.3038007915019989,0.7626075744628906,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_sia_ha_trimer_affinity/boltz_results_texas_h5_sia_ha_trimer_affinity/predictions/texas_h5_sia_ha_trimer_affinity/texas_h5_sia_ha_trimer_affinity_model_0.cif,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_sia_ha_trimer_affinity/boltz_results_texas_h5_sia_ha_trimer_affinity/predictions/texas_h5_sia_ha_trimer_affinity/confidence_texas_h5_sia_ha_trimer_affinity_model_0.json,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s40_n1_p1_r3_as200_an5/texas_h5_sia_ha_trimer_affinity/boltz_results_texas_h5_sia_ha_trimer_affinity/predictions/texas_h5_sia_ha_trimer_affinity/affinity_texas_h5_sia_ha_trimer_affinity.json,
Flu HA trimer single-ligand affinity,flu_trimer_single_ligand_affinity,texas_h5_sia_ha_trimer_affinity,texas_h5_sia_ha_trimer_affinity,HA trimer + 1 affinity ligand,H5,1485,1237,1244,flu_trimer_single_ligand_affinity/runs/ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5/texas_h5_sia_ha_trimer_affinity/boltz_results_texas_h5_sia_ha_trimer_affinity/msa/texas_h5_sia_ha_trimer_affinity_0.csv,ha_trimer_1lig_aff_s80_n3_p1_r5_as200_an5,80,3,1,5,200,5,,oom,,,,,,,,,,,,,,,
Emma EVE gag,runs,gag_001_erv_epsilon_npo_erv_epsilon_npo,ERV-Epsilon-Npo_-_ERV-Epsilon-Npo,monomer,monomer,792,8192,8192,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,0,ok,0.49239999055862427,0.527837336063385,0.3506506085395813,0.0,0.0,0.0,0.527837336063385,2.6195268630981445,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_001_erv_epsilon_npo_erv_epsilon_npo/boltz_results_gag_001_erv_epsilon_npo_erv_epsilon_npo/predictions/gag_001_erv_epsilon_npo_erv_epsilon_npo/gag_001_erv_epsilon_npo_erv_epsilon_npo_model_0.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_001_erv_epsilon_npo_erv_epsilon_npo/boltz_results_gag_001_erv_epsilon_npo_erv_epsilon_npo/predictions/gag_001_erv_epsilon_npo_erv_epsilon_npo/confidence_gag_001_erv_epsilon_npo_erv_epsilon_npo_model_0.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_001_erv_epsilon_npo_erv_epsilon_npo.fasta
Emma EVE gag,runs,gag_001_erv_epsilon_npo_erv_epsilon_npo,ERV-Epsilon-Npo_-_ERV-Epsilon-Npo,monomer,monomer,792,8192,8192,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,1,ok,0.4889039099216461,0.524199903011322,0.34772002696990967,0.0,0.0,0.0,0.524199903011322,2.495326280593872,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_001_erv_epsilon_npo_erv_epsilon_npo/boltz_results_gag_001_erv_epsilon_npo_erv_epsilon_npo/predictions/gag_001_erv_epsilon_npo_erv_epsilon_npo/gag_001_erv_epsilon_npo_erv_epsilon_npo_model_1.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_001_erv_epsilon_npo_erv_epsilon_npo/boltz_results_gag_001_erv_epsilon_npo_erv_epsilon_npo/predictions/gag_001_erv_epsilon_npo_erv_epsilon_npo/confidence_gag_001_erv_epsilon_npo_erv_epsilon_npo_model_1.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_001_erv_epsilon_npo_erv_epsilon_npo.fasta
Emma EVE gag,runs,gag_001_erv_epsilon_npo_erv_epsilon_npo,ERV-Epsilon-Npo_-_ERV-Epsilon-Npo,monomer,monomer,792,8192,8192,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,2,ok,0.48881879448890686,0.5270235538482666,0.3359996974468231,0.0,0.0,0.0,0.5270235538482666,2.536512851715088,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_001_erv_epsilon_npo_erv_epsilon_npo/boltz_results_gag_001_erv_epsilon_npo_erv_epsilon_npo/predictions/gag_001_erv_epsilon_npo_erv_epsilon_npo/gag_001_erv_epsilon_npo_erv_epsilon_npo_model_2.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_001_erv_epsilon_npo_erv_epsilon_npo/boltz_results_gag_001_erv_epsilon_npo_erv_epsilon_npo/predictions/gag_001_erv_epsilon_npo_erv_epsilon_npo/confidence_gag_001_erv_epsilon_npo_erv_epsilon_npo_model_2.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_001_erv_epsilon_npo_erv_epsilon_npo.fasta
Emma EVE gag,runs,gag_001_erv_epsilon_npo_erv_epsilon_npo,ERV-Epsilon-Npo_-_ERV-Epsilon-Npo,monomer,monomer,792,8192,8192,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,3,ok,0.48649540543556213,0.5226926803588867,0.34170621633529663,0.0,0.0,0.0,0.5226926803588867,2.5026047229766846,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_001_erv_epsilon_npo_erv_epsilon_npo/boltz_results_gag_001_erv_epsilon_npo_erv_epsilon_npo/predictions/gag_001_erv_epsilon_npo_erv_epsilon_npo/gag_001_erv_epsilon_npo_erv_epsilon_npo_model_3.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_001_erv_epsilon_npo_erv_epsilon_npo/boltz_results_gag_001_erv_epsilon_npo_erv_epsilon_npo/predictions/gag_001_erv_epsilon_npo_erv_epsilon_npo/confidence_gag_001_erv_epsilon_npo_erv_epsilon_npo_model_3.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_001_erv_epsilon_npo_erv_epsilon_npo.fasta
Emma EVE gag,runs,gag_001_erv_epsilon_npo_erv_epsilon_npo,ERV-Epsilon-Npo_-_ERV-Epsilon-Npo,monomer,monomer,792,8192,8192,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,4,ok,0.4850447177886963,0.520882248878479,0.3416946828365326,0.0,0.0,0.0,0.520882248878479,2.5317938327789307,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_001_erv_epsilon_npo_erv_epsilon_npo/boltz_results_gag_001_erv_epsilon_npo_erv_epsilon_npo/predictions/gag_001_erv_epsilon_npo_erv_epsilon_npo/gag_001_erv_epsilon_npo_erv_epsilon_npo_model_4.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_001_erv_epsilon_npo_erv_epsilon_npo/boltz_results_gag_001_erv_epsilon_npo_erv_epsilon_npo/predictions/gag_001_erv_epsilon_npo_erv_epsilon_npo/confidence_gag_001_erv_epsilon_npo_erv_epsilon_npo_model_4.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_001_erv_epsilon_npo_erv_epsilon_npo.fasta
Emma EVE gag,runs,gag_001_erv_epsilon_npo_erv_epsilon_npo,ERV-Epsilon-Npo_-_ERV-Epsilon-Npo,monomer,monomer,792,8192,8192,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,5,ok,0.4847082197666168,0.5218811631202698,0.33601632714271545,0.0,0.0,0.0,0.5218811631202698,2.546753168106079,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_001_erv_epsilon_npo_erv_epsilon_npo/boltz_results_gag_001_erv_epsilon_npo_erv_epsilon_npo/predictions/gag_001_erv_epsilon_npo_erv_epsilon_npo/gag_001_erv_epsilon_npo_erv_epsilon_npo_model_5.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_001_erv_epsilon_npo_erv_epsilon_npo/boltz_results_gag_001_erv_epsilon_npo_erv_epsilon_npo/predictions/gag_001_erv_epsilon_npo_erv_epsilon_npo/confidence_gag_001_erv_epsilon_npo_erv_epsilon_npo_model_5.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_001_erv_epsilon_npo_erv_epsilon_npo.fasta
Emma EVE gag,runs,gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l,OZ123750.1:775997008-776010249_-_ERV-Epsilon-Pwa Longest_ORF_Extracted,monomer,monomer,787,887,887,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,0,ok,0.45301634073257446,0.5026536583900452,0.2544670104980469,0.0,0.0,0.0,0.5026536583900452,2.6873602867126465,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/boltz_results_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/predictions/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l_model_0.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/boltz_results_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/predictions/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/confidence_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l_model_0.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l.fasta
Emma EVE gag,runs,gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l,OZ123750.1:775997008-776010249_-_ERV-Epsilon-Pwa Longest_ORF_Extracted,monomer,monomer,787,887,887,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,1,ok,0.45133647322654724,0.49723124504089355,0.267757385969162,0.0,0.0,0.0,0.49723124504089355,2.634845733642578,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/boltz_results_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/predictions/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l_model_1.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/boltz_results_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/predictions/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/confidence_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l_model_1.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l.fasta
Emma EVE gag,runs,gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l,OZ123750.1:775997008-776010249_-_ERV-Epsilon-Pwa Longest_ORF_Extracted,monomer,monomer,787,887,887,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,2,ok,0.4504997730255127,0.496217280626297,0.2676297128200531,0.0,0.0,0.0,0.496217280626297,2.5892014503479004,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/boltz_results_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/predictions/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l_model_2.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/boltz_results_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/predictions/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/confidence_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l_model_2.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l.fasta
Emma EVE gag,runs,gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l,OZ123750.1:775997008-776010249_-_ERV-Epsilon-Pwa Longest_ORF_Extracted,monomer,monomer,787,887,887,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,3,ok,0.4465000331401825,0.49205440282821655,0.2642824053764343,0.0,0.0,0.0,0.49205440282821655,2.6508636474609375,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/boltz_results_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/predictions/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l_model_3.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/boltz_results_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/predictions/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/confidence_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l_model_3.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l.fasta
Emma EVE gag,runs,gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l,OZ123750.1:775997008-776010249_-_ERV-Epsilon-Pwa Longest_ORF_Extracted,monomer,monomer,787,887,887,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,4,ok,0.442085325717926,0.48751869797706604,0.26035168766975403,0.0,0.0,0.0,0.48751869797706604,2.623941659927368,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/boltz_results_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/predictions/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l_model_4.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/boltz_results_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/predictions/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/confidence_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l_model_4.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l.fasta
Emma EVE gag,runs,gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l,OZ123750.1:775997008-776010249_-_ERV-Epsilon-Pwa Longest_ORF_Extracted,monomer,monomer,787,887,887,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,5,ok,0.4404584467411041,0.4858552813529968,0.25887101888656616,0.0,0.0,0.0,0.4858552813529968,2.59002947807312,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/boltz_results_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/predictions/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l_model_5.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/boltz_results_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/predictions/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l/confidence_gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l_model_5.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_002_oz123750_1_775997008_776010249_erv_epsilon_pwa_l.fasta
Emma EVE gag,runs,gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa,OZ123747.1:1169722636-1169733419_-_ERV-Epsilon-Pwa Longest_ORF_Extracted,monomer,monomer,786,197,197,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,0,ok,0.44500842690467834,0.4913807511329651,0.25951912999153137,0.0,0.0,0.0,0.4913807511329651,2.5926129817962646,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa/boltz_results_gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa/predictions/gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa/gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa_model_0.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa/boltz_results_gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa/predictions/gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa/confidence_gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa_model_0.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa.fasta
Emma EVE gag,runs,gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa,OZ123747.1:1169722636-1169733419_-_ERV-Epsilon-Pwa Longest_ORF_Extracted,monomer,monomer,786,197,197,,emma_eve_gag_s200_n6_p6_r5,200,6,6,5,,,1,ok,0.44379693269729614,0.49033910036087036,0.2576282024383545,0.0,0.0,0.0,0.49033910036087036,2.561288833618164,0.0,,,runs/emma_eve_gag_s200_n6_p6_r5/gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa/boltz_results_gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa/predictions/gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa/gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa_model_1.cif,runs/emma_eve_gag_s200_n6_p6_r5/gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa/boltz_results_gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa/predictions/gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa/confidence_gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa_model_1.json,,runs/emma_eve_gag_s200_n6_p6_r5/inputs/gag_003_oz123747_1_1169722636_1169733419_erv_epsilon_pwa.fasta
